id,age,genre,taille,regular_eating,sorbet_fraise,sorbet_framboise,sorbet_passion,sorbet_citron,creme_glacee_vanille,creme_glacee_chocolat,creme_glacee_rhumraisins,creme_glacee_caramel,comment
167,63,homme,175.82728989138607,Oui,0_pas_du_tout,4_énormément,3_beaucoup,2_moyennement,Non renseigné,2_moyennement,4_énormément,Non renseigné,NA
168,38,homme,164.5756251244696,Oui,2_moyennement,1_un peu,Non renseigné,0_pas_du_tout,3_beaucoup,Non renseigné,1_un peu,2_moyennement,NA
169,29,homme,169.0107278268287,Non renseigné,4_énormément,2_moyennement,1_un peu,2_moyennement,2_moyennement,1_un peu,4_énormément,Non renseigné,NA
170,19,non binaire,NA,Oui,1_un peu,2_moyennement,1_un peu,2_moyennement,Non renseigné,2_moyennement,0_pas_du_tout,3_beaucoup,NA
171,23,homme,172.7340709461524,Oui,1_un peu,0_pas_du_tout,1_un peu,0_pas_du_tout,4_énormément,1_un peu,Non renseigné,Non renseigné,NA
172,47,non binaire,NA,Non renseigné,4_énormément,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,3_beaucoup,4_énormément,0_pas_du_tout,0_pas_du_tout,NA
173,14,femme,148.481306832581,Non,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,3_beaucoup,Non renseigné,0_pas_du_tout,4_énormément,NA
174,48,femme,163.63061854724546,Non renseigné,2_moyennement,2_moyennement,4_énormément,2_moyennement,2_moyennement,1_un peu,0_pas_du_tout,Non renseigné,NA
175,70,femme,158.55613436933078,Non,0_pas_du_tout,2_moyennement,2_moyennement,2_moyennement,3_beaucoup,2_moyennement,2_moyennement,Non renseigné,NA
176,73,homme,161.2490197835023,Non renseigné,0_pas_du_tout,3_beaucoup,0_pas_du_tout,0_pas_du_tout,3_beaucoup,Non renseigné,3_beaucoup,4_énormément,NA
177,8,femme,120.37494996751478,Non,Non renseigné,4_énormément,0_pas_du_tout,3_beaucoup,2_moyennement,3_beaucoup,1_un peu,Non renseigné,NA
178,38,femme,156.97498167266923,Non renseigné,1_un peu,3_beaucoup,1_un peu,3_beaucoup,4_énormément,3_beaucoup,0_pas_du_tout,Non renseigné,NA
179,34,femme,166.75545672677157,Non renseigné,2_moyennement,1_un peu,1_un peu,0_pas_du_tout,2_moyennement,Non renseigné,1_un peu,Non renseigné,NA
180,35,non binaire,NA,Non renseigné,4_énormément,Non renseigné,Non renseigné,4_énormément,Non renseigné,4_énormément,Non renseigné,0_pas_du_tout,NA
181,79,femme,168.42729194739235,Non renseigné,0_pas_du_tout,0_pas_du_tout,3_beaucoup,0_pas_du_tout,4_énormément,4_énormément,2_moyennement,Non renseigné,NA
182,52,non binaire,NA,Oui,1_un peu,3_beaucoup,4_énormément,0_pas_du_tout,2_moyennement,2_moyennement,1_un peu,Non renseigné,NA
183,66,homme,168.99641481345145,Non,2_moyennement,Non renseigné,4_énormément,1_un peu,4_énormément,3_beaucoup,4_énormément,Non renseigné,NA
184,14,femme,150.37746550567238,Non renseigné,1_un peu,1_un peu,Non renseigné,0_pas_du_tout,3_beaucoup,4_énormément,3_beaucoup,3_beaucoup,NA
185,54,femme,159.24151127034384,Oui,4_énormément,3_beaucoup,Non renseigné,3_beaucoup,Non renseigné,1_un peu,4_énormément,Non renseigné,NA
186,46,femme,161.27411245506786,Non renseigné,Non renseigné,2_moyennement,0_pas_du_tout,2_moyennement,4_énormément,1_un peu,1_un peu,Non renseigné,NA
187,11,femme,135.66674909080308,Non renseigné,4_énormément,1_un peu,0_pas_du_tout,2_moyennement,0_pas_du_tout,1_un peu,2_moyennement,4_énormément,NA
188,24,femme,171.6216983032391,Non renseigné,3_beaucoup,0_pas_du_tout,4_énormément,4_énormément,1_un peu,4_énormément,1_un peu,Non renseigné,NA
189,11,femme,133.4810199742597,Non,4_énormément,3_beaucoup,2_moyennement,1_un peu,1_un peu,0_pas_du_tout,4_énormément,4_énormément,NA
190,65,femme,NA,Non renseigné,3_beaucoup,1_un peu,Non renseigné,1_un peu,4_énormément,0_pas_du_tout,2_moyennement,2_moyennement,NA
191,62,non binaire,NA,Non renseigné,0_pas_du_tout,2_moyennement,4_énormément,2_moyennement,4_énormément,1_un peu,3_beaucoup,Non renseigné,NA
192,29,homme,NA,Non renseigné,3_beaucoup,4_énormément,1_un peu,Non renseigné,2_moyennement,2_moyennement,Non renseigné,Non renseigné,NA
193,31,homme,163.51675017989578,Oui,3_beaucoup,3_beaucoup,4_énormément,1_un peu,3_beaucoup,3_beaucoup,4_énormément,1_un peu,NA
194,23,homme,NA,Non renseigné,3_beaucoup,0_pas_du_tout,3_beaucoup,3_beaucoup,1_un peu,Non renseigné,1_un peu,Non renseigné,NA
195,NA,femme,168.69042873029554,Non renseigné,4_énormément,3_beaucoup,3_beaucoup,2_moyennement,Non renseigné,Non renseigné,3_beaucoup,1_un peu,NA
196,49,NA,163.0976388459078,Non renseigné,0_pas_du_tout,1_un peu,2_moyennement,4_énormément,Non renseigné,1_un peu,4_énormément,Non renseigné,NA
197,NA,homme,110.50395245773286,Oui,3_beaucoup,0_pas_du_tout,0_pas_du_tout,3_beaucoup,Non renseigné,1_un peu,3_beaucoup,Non renseigné,NA
198,37,NA,163.31412576055763,Oui,1_un peu,0_pas_du_tout,Non renseigné,4_énormément,1_un peu,4_énormément,1_un peu,Non renseigné,NA
199,68,femme,156.98794167983695,Non renseigné,0_pas_du_tout,1_un peu,3_beaucoup,0_pas_du_tout,2_moyennement,4_énormément,4_énormément,Non renseigné,NA
200,NA,femme,161.09137737645852,Non renseigné,4_énormément,0_pas_du_tout,1_un peu,0_pas_du_tout,2_moyennement,0_pas_du_tout,1_un peu,Non renseigné,NA
201,36,femme,161.67349500882767,Non renseigné,0_pas_du_tout,2_moyennement,1_un peu,2_moyennement,3_beaucoup,4_énormément,Non renseigné,Non renseigné,NA
202,24,femme,171.9129323245288,Non renseigné,3_beaucoup,0_pas_du_tout,1_un peu,2_moyennement,4_énormément,4_énormément,2_moyennement,2_moyennement,NA
203,75,femme,168.38600880737997,Non,0_pas_du_tout,2_moyennement,3_beaucoup,0_pas_du_tout,Non renseigné,1_un peu,4_énormément,Non renseigné,NA
204,33,NA,177.6516001360999,Oui,1_un peu,4_énormément,1_un peu,Non renseigné,4_énormément,4_énormément,Non renseigné,1_un peu,NA
205,65,femme,164.38280433854158,Non,4_énormément,2_moyennement,0_pas_du_tout,0_pas_du_tout,3_beaucoup,4_énormément,Non renseigné,Non renseigné,NA
206,NA,homme,NA,Oui,2_moyennement,4_énormément,1_un peu,1_un peu,4_énormément,0_pas_du_tout,4_énormément,Non renseigné,NA
207,34,femme,172.59606128940206,Non,3_beaucoup,1_un peu,Non renseigné,0_pas_du_tout,4_énormément,0_pas_du_tout,1_un peu,3_beaucoup,NA
208,39,homme,155.04714985372803,Oui,0_pas_du_tout,4_énormément,4_énormément,3_beaucoup,4_énormément,4_énormément,0_pas_du_tout,4_énormément,NA
209,20,homme,159.91709013451603,Non,0_pas_du_tout,2_moyennement,NA,3_beaucoup,Non renseigné,2_moyennement,1_un peu,Non renseigné,NA
210,14,homme,150.5457078171835,Oui,2_moyennement,1_un peu,3_beaucoup,3_beaucoup,4_énormément,3_beaucoup,3_beaucoup,Non renseigné,NA
211,44,femme,167.19763187105337,Non renseigné,3_beaucoup,1_un peu,3_beaucoup,0_pas_du_tout,0_pas_du_tout,Non renseigné,4_énormément,Non renseigné,NA
212,70,femme,NA,Non,Non renseigné,1_un peu,Non renseigné,1_un peu,Non renseigné,Non renseigné,Non renseigné,Non renseigné,NA
213,40,NA,167.1141243103427,Non renseigné,0_pas_du_tout,4_énormément,Non renseigné,3_beaucoup,4_énormément,4_énormément,3_beaucoup,4_énormément,NA
214,NA,femme,164.40443082233324,Non renseigné,4_énormément,Non renseigné,1_un peu,3_beaucoup,0_pas_du_tout,0_pas_du_tout,Non renseigné,Non renseigné,NA
215,28,femme,162.48396684743395,Non renseigné,2_moyennement,3_beaucoup,1_un peu,0_pas_du_tout,Non renseigné,1_un peu,Non renseigné,1_un peu,NA
216,10,femme,NA,Non renseigné,Non renseigné,4_énormément,3_beaucoup,2_moyennement,Non renseigné,4_énormément,0_pas_du_tout,1_un peu,NA
217,70,homme,168.36349009811642,Non,0_pas_du_tout,2_moyennement,1_un peu,2_moyennement,4_énormément,3_beaucoup,1_un peu,Non renseigné,NA
218,66,non binaire,NA,Non renseigné,1_un peu,0_pas_du_tout,1_un peu,2_moyennement,3_beaucoup,4_énormément,2_moyennement,Non renseigné,NA
219,10,femme,130.8207170172034,Non renseigné,0_pas_du_tout,2_moyennement,0_pas_du_tout,1_un peu,2_moyennement,2_moyennement,1_un peu,0_pas_du_tout,NA
220,62,femme,174.85034686040282,Non,0_pas_du_tout,3_beaucoup,Non renseigné,0_pas_du_tout,4_énormément,4_énormément,4_énormément,1_un peu,NA
221,34,femme,160.81961089194616,Non,0_pas_du_tout,1_un peu,2_moyennement,3_beaucoup,1_un peu,Non renseigné,0_pas_du_tout,3_beaucoup,NA
222,33,non binaire,NA,Non renseigné,4_énormément,Non renseigné,2_moyennement,0_pas_du_tout,3_beaucoup,4_énormément,0_pas_du_tout,Non renseigné,NA
223,8,femme,122.41486216124336,Non renseigné,2_moyennement,2_moyennement,1_un peu,0_pas_du_tout,2_moyennement,3_beaucoup,0_pas_du_tout,Non renseigné,NA
224,6,femme,109.58844924227701,Non,1_un peu,4_énormément,1_un peu,0_pas_du_tout,1_un peu,2_moyennement,4_énormément,Non renseigné,NA
225,14,homme,148.84926785440473,Oui,1_un peu,0_pas_du_tout,1_un peu,1_un peu,Non renseigné,4_énormément,2_moyennement,Non renseigné,NA
226,18,homme,168.62911256880344,Oui,2_moyennement,3_beaucoup,1_un peu,3_beaucoup,1_un peu,Non renseigné,Non renseigné,0_pas_du_tout,NA
227,NA,non binaire,NA,Oui,4_énormément,0_pas_du_tout,Non renseigné,1_un peu,0_pas_du_tout,3_beaucoup,0_pas_du_tout,2_moyennement,NA
228,17,NA,165.18413193595887,Oui,1_un peu,2_moyennement,1_un peu,2_moyennement,4_énormément,Non renseigné,Non renseigné,Non renseigné,NA
229,71,homme,NA,Oui,0_pas_du_tout,Non renseigné,1_un peu,3_beaucoup,Non renseigné,Non renseigné,1_un peu,Non renseigné,NA
230,15,femme,153.1329019859319,Non renseigné,2_moyennement,4_énormément,1_un peu,1_un peu,0_pas_du_tout,Non renseigné,2_moyennement,Non renseigné,NA
231,49,homme,167.5162127476755,Oui,1_un peu,Non renseigné,1_un peu,0_pas_du_tout,Non renseigné,4_énormément,0_pas_du_tout,0_pas_du_tout,NA
232,55,homme,171.40334824401344,Non renseigné,4_énormément,1_un peu,1_un peu,Non renseigné,0_pas_du_tout,2_moyennement,0_pas_du_tout,0_pas_du_tout,NA
233,61,femme,168.6481321089619,Non,1_un peu,0_pas_du_tout,1_un peu,2_moyennement,Non renseigné,Non renseigné,1_un peu,Non renseigné,NA
234,NA,femme,163.21970073552217,Non,1_un peu,Non renseigné,2_moyennement,Non renseigné,3_beaucoup,3_beaucoup,2_moyennement,2_moyennement,NA
235,64,femme,NA,Non renseigné,4_énormément,1_un peu,1_un peu,0_pas_du_tout,4_énormément,4_énormément,3_beaucoup,Non renseigné,NA
236,NA,homme,168.94418066038796,Non,3_beaucoup,1_un peu,2_moyennement,0_pas_du_tout,4_énormément,3_beaucoup,3_beaucoup,Non renseigné,NA
237,31,homme,175.84294486799985,Oui,0_pas_du_tout,0_pas_du_tout,1_un peu,0_pas_du_tout,4_énormément,2_moyennement,3_beaucoup,Non renseigné,NA
238,29,homme,168.76564358320482,Non renseigné,4_énormément,2_moyennement,3_beaucoup,0_pas_du_tout,1_un peu,4_énormément,Non renseigné,Non renseigné,NA
239,80,homme,168.53564478778517,Oui,1_un peu,0_pas_du_tout,Non renseigné,0_pas_du_tout,1_un peu,3_beaucoup,1_un peu,3_beaucoup,NA
240,34,femme,170.68077408850655,Non renseigné,3_beaucoup,0_pas_du_tout,4_énormément,2_moyennement,1_un peu,1_un peu,Non renseigné,1_un peu,NA
241,64,homme,174.85271728308294,Oui,0_pas_du_tout,3_beaucoup,2_moyennement,3_beaucoup,4_énormément,4_énormément,2_moyennement,Non renseigné,NA
242,58,femme,169.09463679507326,Non renseigné,4_énormément,2_moyennement,4_énormément,4_énormément,4_énormément,3_beaucoup,1_un peu,Non renseigné,NA
243,35,NA,167.90434454541372,Non renseigné,1_un peu,Non renseigné,1_un peu,0_pas_du_tout,4_énormément,Non renseigné,4_énormément,Non renseigné,NA
244,30,femme,163.17864639408504,Oui,1_un peu,Non renseigné,Non renseigné,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,4_énormément,4_énormément,NA
245,55,femme,177.14929410762784,Non,0_pas_du_tout,1_un peu,3_beaucoup,0_pas_du_tout,2_moyennement,3_beaucoup,3_beaucoup,Non renseigné,NA
246,33,femme,NA,Non renseigné,3_beaucoup,1_un peu,2_moyennement,0_pas_du_tout,3_beaucoup,Non renseigné,3_beaucoup,Non renseigné,NA
247,37,femme,164.0082435270892,Non renseigné,3_beaucoup,Non renseigné,2_moyennement,0_pas_du_tout,1_un peu,4_énormément,1_un peu,Non renseigné,NA
248,62,homme,173.44984503395622,Non renseigné,2_moyennement,0_pas_du_tout,1_un peu,1_un peu,4_énormément,3_beaucoup,3_beaucoup,Non renseigné,NA
249,18,femme,171.97732439109777,Oui,1_un peu,3_beaucoup,0_pas_du_tout,Non renseigné,2_moyennement,Non renseigné,2_moyennement,0_pas_du_tout,NA
250,29,homme,171.58849477774208,Oui,3_beaucoup,0_pas_du_tout,1_un peu,2_moyennement,1_un peu,3_beaucoup,4_énormément,Non renseigné,NA
251,22,non binaire,NA,Non,2_moyennement,3_beaucoup,1_un peu,0_pas_du_tout,1_un peu,3_beaucoup,Non renseigné,0_pas_du_tout,NA
252,48,femme,172.7538226132466,Non,3_beaucoup,3_beaucoup,4_énormément,1_un peu,2_moyennement,3_beaucoup,1_un peu,3_beaucoup,NA
253,49,femme,158.07404754080056,Oui,0_pas_du_tout,3_beaucoup,Non renseigné,0_pas_du_tout,Non renseigné,Non renseigné,0_pas_du_tout,3_beaucoup,NA
254,79,femme,NA,Oui,1_un peu,0_pas_du_tout,3_beaucoup,2_moyennement,4_énormément,Non renseigné,4_énormément,Non renseigné,NA
255,32,femme,162.36598803435882,Non renseigné,0_pas_du_tout,0_pas_du_tout,1_un peu,4_énormément,3_beaucoup,4_énormément,0_pas_du_tout,Non renseigné,NA
256,NA,homme,150.748993303431,Non renseigné,2_moyennement,3_beaucoup,0_pas_du_tout,2_moyennement,3_beaucoup,3_beaucoup,2_moyennement,Non renseigné,NA
257,24,homme,174.00843741849917,Oui,0_pas_du_tout,Non renseigné,Non renseigné,Non renseigné,Non renseigné,4_énormément,1_un peu,4_énormément,NA
258,21,homme,162.94716823699181,Non,2_moyennement,2_moyennement,1_un peu,0_pas_du_tout,3_beaucoup,Non renseigné,2_moyennement,Non renseigné,NA
259,38,homme,173.1808416039637,Oui,1_un peu,3_beaucoup,2_moyennement,2_moyennement,Non renseigné,4_énormément,4_énormément,Non renseigné,NA
260,NA,non binaire,150.9716869981256,Oui,0_pas_du_tout,4_énormément,2_moyennement,0_pas_du_tout,4_énormément,Non renseigné,0_pas_du_tout,Non renseigné,NA
261,NA,NA,NA,Non renseigné,1_un peu,3_beaucoup,4_énormément,1_un peu,Non renseigné,Non renseigné,0_pas_du_tout,Non renseigné,NA
262,78,femme,168.242718559756,Non,0_pas_du_tout,1_un peu,1_un peu,Non renseigné,1_un peu,Non renseigné,3_beaucoup,Non renseigné,NA
263,NA,homme,169.89243485536832,Oui,3_beaucoup,0_pas_du_tout,2_moyennement,1_un peu,3_beaucoup,Non renseigné,1_un peu,2_moyennement,NA
264,49,homme,162.1589652232435,Oui,0_pas_du_tout,4_énormément,3_beaucoup,3_beaucoup,Non renseigné,2_moyennement,0_pas_du_tout,4_énormément,NA
265,21,femme,167.04678901929418,Non renseigné,Non renseigné,2_moyennement,0_pas_du_tout,4_énormément,Non renseigné,4_énormément,0_pas_du_tout,4_énormément,NA
266,52,non binaire,NA,Non,4_énormément,2_moyennement,0_pas_du_tout,1_un peu,1_un peu,3_beaucoup,1_un peu,Non renseigné,NA
267,48,NA,163.1538834720965,Non renseigné,3_beaucoup,4_énormément,2_moyennement,0_pas_du_tout,Non renseigné,1_un peu,Non renseigné,0_pas_du_tout,NA
268,48,femme,169.33969811203278,Non,3_beaucoup,2_moyennement,1_un peu,2_moyennement,2_moyennement,3_beaucoup,1_un peu,4_énormément,NA
269,66,homme,170.48813071731448,Oui,3_beaucoup,1_un peu,2_moyennement,0_pas_du_tout,Non renseigné,0_pas_du_tout,3_beaucoup,Non renseigné,NA
270,64,femme,166.5663891960998,Non renseigné,3_beaucoup,0_pas_du_tout,4_énormément,1_un peu,4_énormément,Non renseigné,4_énormément,Non renseigné,NA
271,35,femme,158.68241879299592,Oui,1_un peu,Non renseigné,4_énormément,4_énormément,1_un peu,0_pas_du_tout,1_un peu,3_beaucoup,NA
272,3,femme,95.09711779042784,Non,1_un peu,4_énormément,2_moyennement,2_moyennement,3_beaucoup,3_beaucoup,4_énormément,0_pas_du_tout,NA
273,58,homme,176.78312761739602,Oui,0_pas_du_tout,Non renseigné,1_un peu,1_un peu,1_un peu,Non renseigné,1_un peu,1_un peu,NA
274,60,femme,161.77447734837187,Oui,0_pas_du_tout,1_un peu,3_beaucoup,0_pas_du_tout,3_beaucoup,1_un peu,2_moyennement,Non renseigné,NA
275,21,homme,179.75651741214338,Non,3_beaucoup,Non renseigné,Non renseigné,1_un peu,4_énormément,0_pas_du_tout,1_un peu,3_beaucoup,NA
276,69,femme,167.74465442371238,Non,1_un peu,4_énormément,0_pas_du_tout,0_pas_du_tout,3_beaucoup,Non renseigné,Non renseigné,Non renseigné,NA
277,7,femme,113.66399627961924,Non,0_pas_du_tout,3_beaucoup,Non renseigné,4_énormément,4_énormément,Non renseigné,Non renseigné,4_énormément,NA
278,45,femme,167.41989202156054,Non renseigné,3_beaucoup,1_un peu,2_moyennement,1_un peu,3_beaucoup,2_moyennement,Non renseigné,1_un peu,NA
279,76,non binaire,NA,Non renseigné,2_moyennement,3_beaucoup,4_énormément,0_pas_du_tout,2_moyennement,1_un peu,4_énormément,2_moyennement,NA
280,49,femme,169.14746110273492,Non,3_beaucoup,3_beaucoup,1_un peu,Non renseigné,4_énormément,2_moyennement,4_énormément,3_beaucoup,NA
281,NA,femme,NA,Non renseigné,Non renseigné,3_beaucoup,4_énormément,Non renseigné,0_pas_du_tout,2_moyennement,0_pas_du_tout,Non renseigné,NA
282,60,femme,NA,Non,3_beaucoup,3_beaucoup,Non renseigné,0_pas_du_tout,3_beaucoup,3_beaucoup,2_moyennement,1_un peu,NA
283,54,femme,163.9501412550945,Oui,4_énormément,1_un peu,1_un peu,3_beaucoup,2_moyennement,2_moyennement,0_pas_du_tout,Non renseigné,NA
284,28,femme,161.69373181942453,Non,4_énormément,2_moyennement,3_beaucoup,0_pas_du_tout,2_moyennement,3_beaucoup,Non renseigné,Non renseigné,NA
285,45,femme,165.98087542963412,Oui,3_beaucoup,4_énormément,1_un peu,3_beaucoup,4_énormément,4_énormément,0_pas_du_tout,Non renseigné,NA
286,8,homme,120.77236451897008,Non renseigné,2_moyennement,Non renseigné,0_pas_du_tout,0_pas_du_tout,Non renseigné,4_énormément,3_beaucoup,0_pas_du_tout,NA
287,67,femme,160.32284446104663,Non renseigné,4_énormément,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,1_un peu,0_pas_du_tout,3_beaucoup,Non renseigné,NA
288,47,femme,155.94796679138776,Non,0_pas_du_tout,0_pas_du_tout,1_un peu,0_pas_du_tout,1_un peu,3_beaucoup,0_pas_du_tout,3_beaucoup,NA
289,39,non binaire,NA,Non renseigné,3_beaucoup,Non renseigné,3_beaucoup,1_un peu,4_énormément,2_moyennement,1_un peu,1_un peu,NA
290,72,homme,167.40679119953305,Non renseigné,4_énormément,1_un peu,2_moyennement,0_pas_du_tout,4_énormément,1_un peu,Non renseigné,Non renseigné,NA
291,6,femme,NA,Non,4_énormément,2_moyennement,Non renseigné,Non renseigné,4_énormément,Non renseigné,1_un peu,Non renseigné,NA
292,11,femme,134.57903784684257,Oui,1_un peu,3_beaucoup,1_un peu,0_pas_du_tout,3_beaucoup,3_beaucoup,2_moyennement,Non renseigné,NA
293,60,homme,173.46013162892785,Oui,1_un peu,Non renseigné,2_moyennement,Non renseigné,1_un peu,2_moyennement,4_énormément,Non renseigné,NA
294,61,femme,171.06444068679068,Non renseigné,1_un peu,4_énormément,4_énormément,0_pas_du_tout,1_un peu,4_énormément,0_pas_du_tout,Non renseigné,NA
295,38,non binaire,NA,Non renseigné,1_un peu,0_pas_du_tout,0_pas_du_tout,4_énormément,3_beaucoup,1_un peu,Non renseigné,1_un peu,NA
296,45,homme,173.90564939019202,Non renseigné,0_pas_du_tout,Non renseigné,3_beaucoup,Non renseigné,2_moyennement,Non renseigné,1_un peu,3_beaucoup,NA
297,32,homme,162.7307183636666,Non renseigné,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,2_moyennement,3_beaucoup,Non renseigné,1_un peu,Non renseigné,NA
298,75,homme,155.90568392840473,Non renseigné,0_pas_du_tout,2_moyennement,3_beaucoup,3_beaucoup,4_énormément,0_pas_du_tout,2_moyennement,Non renseigné,NA
299,46,homme,173.0387024134655,Oui,3_beaucoup,0_pas_du_tout,4_énormément,2_moyennement,Non renseigné,4_énormément,Non renseigné,Non renseigné,NA
300,NA,homme,NA,Oui,2_moyennement,2_moyennement,0_pas_du_tout,2_moyennement,3_beaucoup,2_moyennement,4_énormément,0_pas_du_tout,NA
301,14,non binaire,151.24464665695817,Oui,4_énormément,3_beaucoup,0_pas_du_tout,1_un peu,Non renseigné,2_moyennement,1_un peu,0_pas_du_tout,NA
302,30,homme,168.48187640625366,Non,0_pas_du_tout,3_beaucoup,0_pas_du_tout,3_beaucoup,3_beaucoup,1_un peu,0_pas_du_tout,Non renseigné,NA
303,NA,homme,162.36703255661567,Oui,2_moyennement,2_moyennement,0_pas_du_tout,0_pas_du_tout,4_énormément,1_un peu,3_beaucoup,Non renseigné,NA
304,68,homme,167.65316467950663,Non renseigné,0_pas_du_tout,3_beaucoup,4_énormément,3_beaucoup,Non renseigné,3_beaucoup,Non renseigné,Non renseigné,NA
305,34,femme,159.42262104571233,Non renseigné,1_un peu,1_un peu,1_un peu,0_pas_du_tout,4_énormément,Non renseigné,2_moyennement,4_énormément,NA
306,73,homme,170.96693921404594,Non renseigné,Non renseigné,3_beaucoup,3_beaucoup,2_moyennement,3_beaucoup,1_un peu,2_moyennement,3_beaucoup,NA
307,32,homme,NA,Non renseigné,3_beaucoup,4_énormément,4_énormément,1_un peu,4_énormément,2_moyennement,1_un peu,0_pas_du_tout,NA
